sample_id,reference,hypothesis,wer,cer,n_words
train-00001-of-00048_001006,анандай верстакті дала ауып қоссам болды а то төсекті құлып қоссам бүгін мені қазір моптар өлтіріп кетуі мүмкін әне жүр олар,андай верстакти дала убып колсам болда ато түсөктөй кууп колсам рру меник азыр моптар өлтурүп кетүү мүмкүн ане жроолар,0.9047619047619048,0.2903225806451613,21
train-00001-of-00048_001007,так менің мейірім ұстап тұрды ол өліп қалғаныма құлап содан кейін енді,та менің нерім сұтап тұрса олып қағаныма құлап содан кейін енді,0.5833333333333334,0.18571428571428572,12
train-00001-of-00048_001008,қатты ашуланған жоқпын сол үшін енді жүре үйректеліп тәк аяқта зомби жүр зомби жүр мен одан қашып қашып қашып өзіме тамақ ішіп аламын ей қарамаймын маған қазір барамында тәк ойпай маған біреу түйісіватыр е зомби екенсің вергіл бер вергіл бытышын шарт сен егер түйіс алмасаң маған тиіс пе дейміз да кете береміз әрі қарай тәк енді мен аяқта не істей,қатты ашуланған жоқпын сал шін нді жүреректеліп так аята зомби жүр зомби ж меноан қашып шып ш өе тамашыала қарамаймын аан кааадаойпай маан біре тисатыр е зомби кен соң вергел ве вергел бтшш еі тис алмасаң маан тиіспе дейміза кете береміз арқарай ткеді мен аяты не істеймін так,0.7666666666666667,0.29022988505747127,60
train-00001-of-00048_001009,айтпақшы мен айтпақшы неде жоқ қой менде трастник неге,айтпасшы мен айтпасшы не де жоққу мене трастник негем,0.7777777777777778,0.14814814814814814,9
train-00001-of-00048_001010,хотя бы паучи мореновый глазға соған керек болып тұр енді қант және де өзіне де вообще қант маған торт жасағанға керек деп ойлаймын бірақ тауықты көреміз әйтеуір қай уақытта не істейтінін көретініміз табатынымыз жұмыртқа мен қазіргі уақытта жұмыртқа тауыватқан жоқпын скайварц та болмаса,хатеба паучи мариново глазға соған керек боптұр енді қант жәнеде өзіне де бапше қант маған торт жасағанға керек деп ойлайым бірақ тауықты көреміз әйтеуір қай уақытта естейтінін көретініміз талатыныз жұмыртқан мен қазірі уақытта жұмыртқа талып атқан жоқтын скай барса болмаса,0.4418604651162791,0.1254355400696864,43
train-00001-of-00048_001011,және де тағы да басқа ойындарда мини ойындарда бірақ мен наяқтау өзімнің штатинелерімді алып алдым жетелдердің нелерін жаңағындай саттарын бұлар енді маған керек болмайды,және де тағы да басқа ойындарда мене ойындардам так мен аяқты өзім штати нелерінді алып алдым жетелдердің нелерін жаңағындай саттарын бұлар енді маған керек болмайды,0.2916666666666667,0.08823529411764706,24
train-00001-of-00048_001012,олар қала берсін үйлер жабырышка болып мына мен болсам қазіргі уақытта тростник іздеймін иә тростник іздеп жүремін көп уақыт және де мынаяқта не істеймін тауып алғанша жүремін и содан кейін достар тауып алған соң көрсететін шығармын не болып жатқанын қандайын тауып алғанын атып видеоны ұзақ созғым келіп тұрған жоқ,олар қала берсін үйлер забырушка боп нал мен болсам қазіргі уақытта трасниг іздеймін ия трасник іздеп жірем көп уақыт және де мынай ақта нестеймін тауып алғаны жірем и содаңен достар тауып алған соң көрсететін шығармын не бола жатқаны қандайын тауып алған ата видеоны ұзақ созғым келіп тұрған жоқ,0.3673469387755102,0.12063492063492064,49
train-00001-of-00048_001013,в общем достар мен короче наконец то тростник тауып маринованный паучиглар жасадым,вобщем тостар мен кроти наконецто трачник тооп маринованы поутиглаж жасадым,0.8333333333333334,0.2073170731707317,12
train-00001-of-00048_001014,енді тек қана бутылкага не жасауға алды короче бутылка үшін,енді тек қана бутулкаға не жасау қалды крч бутулка үшін,0.5,0.15254237288135594,10
train-00001-of-00048_001015,оу біргүл бір құтырма құтырма,о бергел бір құттырма құттырма,0.8,0.1724137931034483,5
train-00001-of-00048_001016,қытай ғана уулап быт шын шығарып түсай ма то,тайғана оллап бшынша тсайма ту,1.0,0.38636363636363635,9
train-00001-of-00048_001017,кет бар енді осына кетейміз әрі қарай алып алайық короче,кет бар менде осуна кетеймиз ар карай албалайккароч,0.8,0.26785714285714285,10
train-00001-of-00048_001018,уһ уһ ішім пысып тұр менің тез не жасағым келіп тұр,ух у ішім пысып тұр менім тез не жасағым келіп тұр,0.2727272727272727,0.058823529411764705,11
train-00001-of-00048_001019,өзіме бутылка как нам қарамаймыз тисе де екі рет оқатса да әрі қарай барып өзіме песок алып алайық песок песок тез тез тез негізі шын өмірде бүйтіп қарасаң төрт бұрыш песок деген ол кішкене біртүрлі төрт бұрыш ағасы жарайды төрт бұрыш ағасы өте кішкене оригинальный кірпіш болса вообще жақсы дұрыс үйді де төрт бұрыш,өзіме бутокан такнан қарамаймыз тисе де екі ретоатсадам арқарай барып өзіме песок алалай песок песок тез тез тез негізі шнөмірде битіп қарасаң төрт бұрш песок деген нол кішкене біртүрлі төрт бұрш ағас жарайт төрт бұрш ағасы өте кішкен оригинальный кірпіш боса уапет жақсы дұрыс үйді де төрт біршқып кебіреулер саладыйнда домалақ үш бұршқып салмайтын шығар,0.5555555555555556,0.3037974683544304,54
train-00001-of-00048_001020,ам,,1.0,1.0,1
train-00001-of-00048_001021,сонысы жақсы бірақ кейбір жерлерде көп көлдер кішкентай кішкентай болғаны дұрыс емес біріншіден екіншіден барлығы квадрат болған,соғымсыз жақсы бірақ кейбіржерлерде көп көлдер кішкентай кішкентай болғаны дұрыс емес біріншіден екіншіден барлығы квадратуа,0.29411764705882354,0.078125,17
train-00001-of-00048_001022,ал достар мен барлығын жасап болдым қазір қандай зелья шыққанын көресіздер,ал достар мен барлығын жасап болдым қазір қандай зеле шыққанын көресіздер,0.09090909090909091,0.02702702702702703,11
train-00001-of-00048_001023,мен вообще енді зелияда шарицит етпейм сол үшін комментарияға маған жаман зеливарицит етесің деп айтпаңыздар мен өзім барлығымша тырыстым,мен ваши үйімді желияда шаритсететпейім сол үшін комментарияға маған жаман зеляварит етесің деп айтпаңыздар мен өзім барлығымша тырыстым,0.3157894736842105,0.12408759124087591,19
train-00001-of-00048_001024,екіншіден мен білмедім үшіншіден мен рецептерді интернеттен көрген кезде сондай ондай болған жоқ сондай ондай болмады иә,екіншіден мен білмедім үшіншіден мен рецепттерді интернеттен көрген кезде сондай ондай болған жоқ сондай ондай болмады ия,0.11764705882352941,0.016666666666666666,17
train-00001-of-00048_001025,каратчи енді қазір мен мына жерге көтерілемін да енді өзімнің немді қандай жасағанын көрсем так нулағашы міне мен зелеславский жасап жіберіппін ол қуа менмін вообще мен білмегенмін ғой даже мен қазір енді атыс қиын арыс қаяқта екенін белгісіз білмеймін даже,карочи енді қазір мен мына жерге көтерілемін да енді өзімнің немді қандай жасағаны көрсемін тік но ағаш міні мен зеле сылап істе жасап жіберіппін ол қуа мемен вапще мен білмегем ғо даж мен қазір енді атысқи нарыс қаяқта кенін белгісіз білмеймн даж,0.525,0.13229571984435798,40
train-00001-of-00048_001026,мен бірақ қуғаным,мен бірақ қуғаным,0.0,0.0,3
train-00001-of-00048_001027,вальфи прикол болып отырмын өзім ішім пісіп сол қуып отырмын да өзім енді,лафи прикол болып отырмын өзім ішім псіп сол қуып отырмында өзім енді,0.3076923076923077,0.0684931506849315,13
train-00001-of-00048_001028,ана жаңағындай слабостьті білмеппін слабостьтің маған неше керегі бар деймін бірақ хотя бы противникке лақтырғанмен оны біреуіне қылышпен өлтіп соғуға болады ғой хотя бы енді бір нормальное бір отравление болса да болады ғой сол енді достар сіздермен болған алтыдай сау болыңыздар,ана жаңағындай слаб исті білмепін слаб истің маған несі керегі бар деймдам бірақ хата протевниккел ақтырғанымен оның біреуімен қылышпен өлтіп таұлады ғо хатабы енді бір нормальны бір атравление боса да болады ғо сол енді достар сіздермен болған налттай сау болыңыздар,0.5609756097560976,0.16428571428571428,41
train-00001-of-00048_001029,ассалаумағалейкүм достар бізбен аян бүгін біз сенің жаңа үйімізде едіңіз,asayomali kumdosar biзbin aliжaн bөgөn bisтеrin ende iyimizдi idеginis,1.0,0.8888888888888888,10
train-00001-of-00048_001030,сабақча жеуміз ғой мыңға ілінген,sabcaجi mجr nngarnجa,1.0,0.9375,5
train-00001-of-00048_001031,ішінде айтты күшті,sni alcikشi,1.0,0.9444444444444444,3
train-00001-of-00048_001032,бірақ мұңғалім ішкінің кілігі жоқ екен,ra mungaلm شkngلi جukin,1.0,0.9210526315789473,6
train-00001-of-00048_001033,жаңағы өзіңді,cikanyi woyo,1.0,1.0,2
train-00001-of-00048_001034,біреу әкім біреу әкім,بреوaك brيوك,1.0,0.8571428571428571,4
train-00001-of-00048_001035,мин,من,1.0,1.0,1
train-00001-of-00048_001036,бұл енді көңілді бұйырса бақ жамп еш айт,i dekuindip sebak campisa,1.0,0.925,8
train-00001-of-00048_001037,биселем біре,بيسيلمبرا,1.0,1.0,2
train-00001-of-00048_001038,менің әнам жоқ,mn أnaجok,1.0,0.9285714285714286,3
train-00001-of-00048_001039,адам жоқ қарасын бәрібір де жүре беремін қарасын,dجkرc bاb dجr vrm src,1.0,0.9166666666666666,8
train-00001-of-00048_001040,бұл үшін жай,us ndai,1.0,0.9166666666666666,3
train-00001-of-00048_001041,ай,هي,1.0,1.0,1
train-00001-of-00048_001042,мен апай жоқ көчейм жолом,apaž kucemžro,1.0,0.96,5
train-00001-of-00048_001043,ол неқты ол жайықты,لقtجaيك,1.0,1.0,4
train-00001-of-00048_001044,селаматсыздар ма оқырдылар,сәламатсыздармы оқырылар,1.0,0.15384615384615385,3
train-00001-of-00048_001045,бос бос бос кетті,我оs бошkи,1.0,0.7647058823529411,4
train-00001-of-00048_001046,бүгінбіз деген менің айтым,бүгін бістейген менім айтым,0.75,0.23076923076923078,4
train-00001-of-00048_001047,ай,ي,1.0,1.0,1
train-00001-of-00048_001048,менің атым амина мен бүгінмін осындай,менің атым амнина мен бүгүн мен ошентай,0.6666666666666666,0.1891891891891892,6
train-00001-of-00048_001049,осындай,осындай,0.0,0.0,1
train-00001-of-00048_001050,сабақ өтеміз бүгінбіз деген нанымдай,sabaho temes begunbesigen an andai,1.0,0.9444444444444444,5
train-00001-of-00048_001051,әлі ешкім оқушы жоқ мен,الشكم مقشرق من,1.0,0.9130434782608695,5
train-00001-of-00048_001052,әлижан,عليجا,1.0,1.0,1
train-00001-of-00048_001053,қең,行,1.0,1.0,1
train-00001-of-00048_001054,келгісі ма не сабаққа,كلگiسmaنe سبقa,1.0,0.9523809523809523,4
train-00001-of-00048_001055,мені ешкім жоқ сабақты әлижан,ماشكمروق صبقت اليجان,1.0,0.9310344827586207,5
train-00001-of-00048_001056,секелгісі майын сабаққа,се келгіز моне сабаققа,1.3333333333333333,0.391304347826087,3
train-00001-of-00048_001057,я я чие мань не одя а пай,я я чiемон нотa ап,0.75,0.44,8
train-00001-of-00048_001058,таааааааа,啊,1.0,1.0,1
train-00001-of-00048_001059,келген бе,كلگيمبا,1.0,1.0,2
train-00001-of-00048_001060,онда мен күлде тұрайын яқта отырып,онда мен көде тұрай иняқта отырып,0.5,0.14705882352941177,6
train-00001-of-00048_001061,охохо,اهاها,1.0,1.0,1
train-00001-of-00048_001062,қалайсыңдар әр неге өзіңе толтырып алам,қалай шында рәям ен ната отырып алам,1.0,0.4358974358974359,6
train-00001-of-00048_001063,сот,شط,1.0,1.0,1
train-00001-of-00048_001064,тығып тыныш ие ба дауы неменене,ттнси падала менден,1.0,0.5806451612903226,6
train-00001-of-00048_001065,түсіп,,1.0,1.0,1
train-00001-of-00048_001066,білгім келеді да,ngеلpt,1.0,0.9375,3
train-00001-of-00048_001067,менің,,1.0,1.0,1
train-00001-of-00048_001068,мэрон,من,1.0,1.0,1
train-00001-of-00048_001069,бір тұтқынды қазып бір жерге барып келем,біржүз күндіп қазір бір жерге барып көйлем,0.5714285714285714,0.3,7
train-00001-of-00048_001070,бұзып келемін бұзып қаламын әкетті,бұзып келім бұзықұламакетін ул ааа,0.8,0.5,5
train-00001-of-00048_001071,қақмыр сулатып келеді,kst,1.0,1.0,3
train-00001-of-00048_001072,кетті,kت,1.0,1.0,1
train-00001-of-00048_001073,ой тағы да жұмыс жұмыс жүр жабық,woy tatax rumos rumos du aba,1.0,0.875,7
train-00001-of-00048_001074,сәлеметсіз бе,,1.0,1.0,2
train-00001-of-00048_001075,маған бұл өлкес болды ғой,妈吃ش多,1.0,1.0,5
train-00001-of-00048_001076,кәш кәш ұмытып бұл айшып тұрып өткен көріп кішкене непрухен қаласына әдемі қарт көрінеткен а мына бір абайлы шаттық мектеп көріп көрдік,кәш кәш мтбұл айшықтыркеріш мене брухиның қаласында а деген қырық көрінеткен ә мәбір абайла жастасынке көрее,0.8636363636363636,0.45185185185185184,22
train-00001-of-00048_001077,му,mo,1.0,1.0,1
train-00001-of-00048_001078,маған кейіпкерлік мүмкін кесіп қоңыз болды,маки кессін кесқо балда,1.0,0.5952380952380952,6
train-00001-of-00048_001079,тағы да кешіп қойдың ғой,ұтаға да кешіп көлдің ғой,0.4,0.25,5
train-00001-of-00048_001080,бәрек,dr ก,2.0,1.0,1
train-00001-of-00048_001081,тоғым,تو,1.0,1.0,1
train-00001-of-00048_001082,мынау мынау мынау,,1.0,1.0,3
train-00001-of-00048_001083,қалай,رو,1.0,1.0,1
train-00001-of-00048_001084,неге,,1.0,1.0,1
train-00001-of-00048_001085,бәрек,يارج,1.0,1.0,1
train-00001-of-00048_001086,сәлем сәлем барлықтарыңызға көңіл күйлеріңіз қалай бұл менің инстаграмм парақшам инстаграм әлеуметтік желісінде өте белсендімін тіркеліп кетіңіз және де ютуб арнама да тіркелуді ұмытпаңыз пікір қалдырыңыз сүлупіл басыңыз,сәлем сәлем барлықтарыңызға көңірлікелеріңіз қалай бұл менің инстаграм барақшам инстаграм әлеуметтік жерісінде өте белсендімін тіркеліп кетіңіз және де ouтuбe арнама да тіркелді ұмытпаңыз пікір қалдырыңыз сүлі пілбасыңыз,0.32142857142857145,0.06818181818181818,28
train-00001-of-00048_001087,жалпы мен ютубта,жaлpa min youtube ta,1.3333333333333333,1.0,3
train-00001-of-00048_001088,алты айдан аса уақыт жоқ болып кеттім уақытым болмады тағы да сылтау айта берсем көп нақты айтқанда фокусымды дұрыс қоя алмадым ютубқа,алты айдан аса уақыт жоқ болып кеттім уақытым болмады тағы да сылтау айта берсем көп нақт айтқанда фокусымда дұрыс қоя алмадым ютубқа,0.09090909090909091,0.014925373134328358,22
train-00001-of-00048_001089,енді бүгін уақытысы келген сияқты бүгінгі менің қозғайтын тақырыбым кітап оқу мені қалай өзгертті,енді бүгін уақытсы келген сияқты бүгінгі менің қозғайтын тақырыбым кітап оқуы мена қалай өзгертті,0.21428571428571427,0.030927835051546393,14
train-00001-of-00048_001090,жалпы мен айтқан едім алғашқы видеомда ең бірінші ютубқа салған видеомды айтқанмын мен көп кітап оқымаймын сол үшін де мені сөкпеңіздер тіл байлығым қатты күшті емес деген сияқты айтқан болатынмын,жалпы мен айтқан едім алғашқы видеомда ең бірінші ютубқа салған видеомды айтқанмын мен көп кітап оқымаймын сол үшінде мені сөкпейңіздер тілбайлығым қатты күшті мес деген сияқты айтқан болатынмын,0.2,0.02040816326530612,30
train-00001-of-00048_001091,сол кезден бастап 5 кітап оқыдым қазір сіздерге мен оқыған кітаптар жайлы айтамын және де сол кітаптардан алған өз ойымды,сал кезден бастап бес кітап оқыдым қазір сіздерге мен оқыған кітаптар жайлы айтамын жәнеже сол кітапта даналған өз ойымды,0.3,0.06611570247933884,20
train-00001-of-00048_001092,қалай мені өзгертті сол туралы барлығын сіздерге айтатын боламын бірінші кітап бұл қаржылай сауаттылыққа байланысты қаржылық тәуелсіздікке даңғыл жолы деген кітап авторы бодо шефер бұл кітапты екі мың жиырма бестегі оқып бітірген бірінші кітаптарым деп айтсам болады бұл кітапты оқығаннан кейін мен ең үлкен инсайтында айтайын кітап жалпы жүз елу беттен тұ,қалай мені өзгертті сол туралы барлығын сіздерге айтатын боламы бірінші кітап бұл қаржылай сауатылыққа байланысты қаржылық төйелсіздікке даңыл жол деген кітап автор бодошефер бұл кітапты екі мың жиырма бесіндегі оқып бітірген бірінші кітаптарым деп айтсам болады бұл кітапты оқығаннан кейін мен ең үлкен инсайтынды айтайын кітап жалпы жжүз елу беттен тұрады,0.23076923076923078,0.047752808988764044,52
train-00001-of-00048_001093,ең үлкен инсайтым ол міндетті түрде ақша жинау керек,ең үлкен инсайтым ол міндеттүрде ақшы жинау керек,0.3333333333333333,0.07692307692307693,9
train-00001-of-00048_001094,былай тап тап былай жазған егер сенің,была кітапта болай жазған егер сенің,0.5714285714285714,0.16216216216216217,7
train-00001-of-00048_001095,егер сен айына миллион теңге табасың ал қасыңдағы адам оның капиталында яғни капитал сенің жинап қойған ақшаларың сол ақшада онда миллион теңге жатса сен емес ол адам бай дейді,егер сен айна миллион теңге табасын ал қасыңдағ адам оның капиталында яғни капитал сен жинап қойған ақшаларың сол ақшада ода миллион теңге жатса сен емес ол адам бай дейді,0.1724137931034483,0.03409090909090909,29
train-00001-of-00048_001096,яғни ақша жинаудың маңыздылығы қандай екенін түсіндірген осы кітапта бұл кітапты тек қана бүйту керек сөйту керек деп айтып қоймайды онымен қоса практикалық тапсырмалар да көп мен бұл кітапты үш айдай оқыдым неге сонша ұзақ десеңіздер мен бірінші кітап оқуға әдет қалыптастыруды осы кітаптан бастаған едім де сол үшін де бұл кітапты мен өзімді қина,яғни ақша жинаудың маңыздылығы қандай екені түсіндірген осы кітапта бұл кітапта тек қана бейтугерек сетукерек ктап айтып қоймайды олмен қоса практикалық тапсырмаларда көп мен бұл кітапты үш айдай оқыдым неге соншала ұзақ десеңіздер мен бірінші кітап оқуға әдет қалыптастыруды осы кітаптан бастаған едім да сол үшінде бұл кітапты мен өзімді қинағам жоқпын бір гүнде елебеті оқы бір гүнде жүзбеті оқм керек бір гүнде нанша бетдеген сақта өйтіп қинағам жоқпын,0.6,0.3735632183908046,55
train-00001-of-00048_001097,главное мен осы кітапты хотя бы бір күніне екі беттен оқысам да әйтеуір оқу және де кейбір тапсырмаларды,главна мен осы кітапты қайтябы бір күнне екі беттен оқысам да әйтеуір оқу жәнеде кейбір тапсырмаларды,0.3333333333333333,0.07692307692307693,18
train-00001-of-00048_001098,орындасам мен кітапты ары қарай жалғастырып оқымайтын едім сол үшін де кітапты оқу ұзақтығы осындай ұзаққа созылып кетті бұл кітап туралы тағы не айтуға болады,орындасам мен кітапта арғарай жалғастырып оқымайтын едім сол үшінде кітапты оқу зақтығы осындай ұзаққа сазылып кітті бұл кітап туралы тағ не айтуға болады,0.36,0.05660377358490566,25
train-00001-of-00048_001099,негізгі басты нәрсе бұл жердегі мақсатқа жеткізетін нәрсе жеті жылдың ішінде алғашқы миллионды жинау және ол жерде миллион теңге емес доллармен жазған ғой вот оны қалай жинау керек барлығын этаптарын барлығын түсіндірген қарыздардан құтылу ақшаны жинау қалай жинау керекпіз не үшін жинау керекпіз соның ішінде барлығын толықтай жазған сізге де оқуға кеңес беремін осы кітап,негізгі басты нәрсе бұл жердегі мақсатқа жеткізетін нәрсе жеті жылдың ішінде алғашқы миллионды жинау не ол жерде миллион теңге емес доллармен жазған ғой оны қалай жинау керек барлығынатаптардын барлығын түсіндірген қарыздардың құтылу ақшаны жинау қалай жинау керекпіз не үшін жинау керекпіз соның ішінде барлығын толықтай жазған сізге де оқуға кеңес беремін осы кітапты оқығаннан кейін бірден,0.16363636363636364,0.09651474530831099,55
train-00001-of-00048_001100,ақша жинауды бастадым,asozinoвd bastadm,1.0,0.9523809523809523,3
train-00001-of-00048_001101,айтпаймын мен миллионмен де қазір жинап қоямын деп ол жерде қанша теңге болса да әдетті қалыптастыру сол ақша жинауға деген сол әдет менде қазір бастысы қалыптасты мен қанша ақша тапсам да оның он процент болсын жиырма процент болсын сол ақшамды міндетті де депозитке салып жинап сақтайтын болдым,айтпай мен миллионменде қазір жинап қойдым деп ол жерде қанша теңге болса да әдетті қалыптастыру сол ақша жинауға деген сол әдет менде қазір басысы қалыптасты мен қанша ақша тапсам да оның он процент болсын жиырма процент болсын сол ақшамды мүндеттірде депаиске салып жинап сақтайтын болдым,0.1702127659574468,0.04391891891891892,47
train-00001-of-00048_001102,сол кезде ойландым неге мен студент кезімде ақша жинамадым деген сияқты но хотя өкінбеймін студент кезімде бұл бүкіл менің базовый патриотмыстарымды тапқан ақшаларым жатты деп айтсам болады екінші бұл сен кітабы азамат скафтың сонымен қоса мен үшінші кітап тілде бірден айта өткім келіп тұр бұл менің кітабы екеуі де бір автордан яғни азамат скафтың егіз кітабы деп айтсам да болады бір,сол кезде ойландым неге мен студент кезімде ақша жинамадым деген сияқты ына хатта өкінбеймін студент кезімде бүкіл менің баз потромостарымды тавқан ақшаларым жапты деп айтсам болады екінші бұл сен кітабы азамат скаовтың сонымен оса мен үшінші кітапты де бірден айта өткін дептір бұл мен кітабы екеу де бір автордаң ни азамат скаовтың егіз кітабде отенде болаы бірінен кейін бірін жалғайтын,0.4262295081967213,0.19689119170984457,61
train-00001-of-00048_001103,кітап бұл кітапты оқыған кезде бірінші сен туралы айтайын сен көбінесе бұл ұйқы қалып ұйқыны дұрыс ұйқыны дұрыстау ұйқының пайдасы дұрыс ұйықтау бойынша және де әдет қалыптастыру бойынша жазған сонымен қоса мақсат қою пландарды жазу деген сияқты жалпы даму жағы бойынша,кітап бұл кітапты оқыған кезде бірінші сен тұрлайтын сен көбінесем бұл йұйқыұйқыны дұрыстау ұйқының пайдасы дұрыс ұйықтау бойынша жәненде айтет қалыптастыру бойынша жазған сонмен қоса мақсат қою пландарды жазу деген сияқты жалпы даму жағы бойынша,0.2926829268292683,0.11524163568773234,41
train-00001-of-00048_001104,жазылған кітап оқуға міндетті түрде кеңес беремін әрбір адам оқу керек деп ойлаймын мен кітабы оның жалғасы яғни мен кітабы атайып тұрғандай өзіңе көп көңіл бөлесің мысалға сен кітабында әдет қалыптастырдық ұйқынын дұрыстадық енді біз өзіміздің ішкі эмоцияларымызбен жұмыс жасаймыз сол кітап бойынша ол кітапта қателеспесем он бес т,жазылған кітап оқуға міндет түрде кеңес беремін әрбір адам оқу керек деп ойлайм мен кітабы оның жалғасы яни мен кітабы адайп тұрғандай өзіңе көп көңіл бөлесін мысалсен кітабында әдет қалыптастырдық ұқн дұрсадық енді біз өзіміздің ішкі эмоцияларымызбен жұмыс жасаймыз сол кітап бойынша ол кітапта қателеспесем он бес тапсырмабар алсен кітапта жиырма бір күндік андай не бар тапсырмаларбар оны біркүнде орнамайсын жиырма бір күн бойы,0.5306122448979592,0.39457831325301207,49
train-00001-of-00048_001105,орындап жүресің как челендж сияқты ғой төртінші кітап бұл педагогика мағжан жұмағыновтың кітабы жазда мен осыны оқимын мағжан жұмағыновтың кітабын оқу керекпін деп прямо осылай жазуға қолыма тиген кезде қатты қуандым да потому что менде мен өзім мектепте мұғалім болғандықтан маған педагогика кітабы өте қызық болды ішінде не бар бірақ ол кітапта менде ожидание реальность болды деп айтс,орындап жүресін ка челленж сияқты ғой төртінші кітап бұл педагогика мағжан жұмалаевтың кітабы жазда мен осыны оқи мағжан жұмаловтың кітабын оқу керекпін деп пірям осылай жазға қолыма тиген кезде қатты қуанымда падамышта менде мен өзім метепте мұғалім боладықтан маған педагогика кітабы өте қызық болды ішінде не бар бірақ ол кітапта менде ажыдание реальнес болды деп айтсам болады неге себебі,0.3448275862068966,0.1421188630490956,58
train-00001-of-00048_001106,мен күткен нәрсе оның ішінде болған жоқ,мен кіткен нәрсе оның ішінде болған жоқ,0.14285714285714285,0.02564102564102564,7
train-00001-of-00048_001107,сосын ол кітапқа мен инстаграмда сторисінде хейт айтқан болатынмын ол кітапты оқыған кезде өзімді бір маман сияқты сезіндім де енді босанған,сысін ол кітапқа мен инстаграмда историсінде хейхейт айтқан болатынмын ол кітапты оқыған кезде өзіңді бір мама сияқты сезінімді енді болсанған,0.38095238095238093,0.08571428571428572,21
train-00001-of-00048_001108,себебі оның ішінде бала туылғаннан бастап,себебі оның ішінде бала туылғаннан бартап,0.16666666666666666,0.024390243902439025,6
train-00001-of-00048_001109,дүниеге келеді ғой ол уже прям не үшінші қырық күніне қырық күнінен бастап соған дейін оның өскенге шейінгі және қателеспесем,дүниеге келеді ғой ол өже піра не жінше қыүқырқ күнінен бастап соған дейін оның өскенге шенігі және қателеспесем,0.35,0.16,20
train-00001-of-00048_001110,жасөспірім кезге дейін бүкілін жазып шыққан оның организмі оның ұйқысы қандай болады оның жүрек қағысы қандай болады,жас үспірім кезге дейін бүкілін жазып шыққан оның организмі оның ұйқысы қандай болады оның жүрек қақысы қандай болады,0.17647058823529413,0.02586206896551724,17
train-00001-of-00048_001111,бала қай кезде жақсы ести бастайды қай кезде көре бастайды,бала қай кезде жақсы есте бастайды қай кезде көре бастайды,0.1,0.017241379310344827,10
train-00001-of-00048_001112,қалай жуындыру керек,қалай жуындыру керек,0.0,0.0,3
train-00001-of-00048_001113,ал мен ол жерде күткен кітабым ол ол кітаптан мынадай нәрселерді күткен едім балалармен қалай жұмыс жасау керек сабақ та методикаларды мен көп ажырат етіп қойған екенмін бірақ оның ішінде олар емес көбірек сол жаңағы айтқандай оларды және де тәрбиесі болсын оларды,ал мен ол жерде күткен кітабым ол кітаптан мыналай нәрселерді күткен едім балалармен қалай жұмыс жасау керейік сабақ та емне методикаларды мен көп ажыдат етіп қалған екенін бірақ оның ішінде оллары емес көбірек сол жаңақ айтып қандай оларды неде тәрбиесі болсын оларды,0.30952380952380953,0.0946969696969697,42
train-00001-of-00048_001114,олардың организмі болсын осы жайлы толық айтқан екен инстаграмда инстаграмда сторисімде,олардың организмі болсын осы жайлы толық айтқан екен исагрмда инстаграмдасторесімде,0.2727272727272727,0.05747126436781609,11
train-00001-of-00048_001115,хейт еткен едім хейт емес енді күткенім де болмады деген сияқты алтыдан он деп баға берген едім сол кезде маған,хет еткан едім хет емес енді күткенім деп болмады деген сияқты алтыдан он деп баға берген едім сол кезде маған,0.2,0.036036036036036036,20
train-00001-of-00048_001116,жазды ол кітап сол замандарда өте қатты адамдарға керек болған кітап,жазды ол кітап сол замандарда өте қатты адамдарға кетет болған кітап,0.09090909090909091,0.029411764705882353,11
train-00001-of-00048_001117,сөйтпеймін,sف,1.0,1.0,1
train-00001-of-00048_001118,кәдімгі кітап керек болған кітап деп маған барлығын түсіндірді сол кезде мен де түсіндім,ол кітап керек болған кітап деп маған барлығын түсіндірді сол кезде мен де түсіндім,0.07142857142857142,0.07954545454545454,14
train-00001-of-00048_001119,кәдімгідей сол заманда ол кітапқа адамдар зәру болған балалардың организмін білмеген деген сияқты,кадіміде сол заманда ол кітапқа адамдар зәру болған балалардың организ білмеген деген сияқты,0.15384615384615385,0.061855670103092786,13
train-00001-of-00048_001120,сол мақсатта жазылған кітап екен егер мен ана болсам сол кітапты оқитын едім және де аналарға да кеңес беремін былай қарап тұрсаң ана болу ол да бір педагогика екен бесінші және соңғы кітап бұл азылхан нұршайықовтың махаббат қызық мол жылдар кітабы бұл кітапты оқудағы мақсатым негізі,сол мақсатта жазылған кітап екен егербен ана болсам сол кітапты оқитын едім және де аналағыда кеңес перен байқарып тұрса ана болу ол да бір педагогика екен бесінші және соңғы кітап бұл азылхан нұршайқовтың махаббат қызық мол жылдар кітабы бұл кітапты оқуудағы мақсаттым негізі,0.2391304347826087,0.056338028169014086,46
train-00001-of-00048_001121,тіл байлығын арттыру болған себебі әдеби кітаптар оқыған кезде мен мына нәрсені түсіндім негізі сен дамитын кітаптарды емес,тірбайлығын арттыру болған себебі әдеби кітаптар оқыған кезде менің мына нарсені түсіндім негізі сен дамитын кітаптарды емес,0.2222222222222222,0.04065040650406504,18
