sample_id,reference,hypothesis,wer,cer,n_words
train-00000-of-00048_001308,менің канал ашқаныма алғаш болып қуанып жүрген сіңілім аяла аяла екеуміз осы каналда сіздердің көңілдеріңізді көтеруге тырысамыз,менің каналашқанма алғаш бол қуанып жүрген сіңілім аяла аяла екеміз осы каналда сіздерін көңілдеріңізді көтеруге тырысамыз,0.29411764705882354,0.0546875,17
train-00000-of-00048_001309,ал достар бір аллаға сыйынып жаңа каналымда өз жұмысымды бастаймын,ал достар бір аллаға сийынып жаңак аналында өз жұмысынды бастаймын,0.4,0.07575757575757576,10
train-00000-of-00048_001310,маған тілеулес болып бастаған ісіме береке тілеп қойыңыздар рақмет достар сіздердің қолдауларыңызды қазірден бастап сезініп жатырмын,маған тілеулес болып бастаған үсіме белекетілеп қойыңыздар рахмет достар сіздердің қолдауларыңызды қазірден бастап сезініп жатырмын,0.25,0.030303030303030304,16
train-00000-of-00048_001311,ал достар үміттеріңізді ақтауға тырысамын,ал достар міттеріңізді ақтауға тырысамын,0.2,0.024390243902439025,5
train-00000-of-00048_001312,а достар,ادستار,1.0,1.0,2
train-00000-of-00048_001313,менің инстапарақшама да тіркеліп алыңыздар ютуб пен инстапарақшам екеуі де жансая еркінбекқызы тіркеліп алыңыздар,менің инстапарақшамада тіркеліп алыңыздар ютуб пен инстапарақшам екеуі дей жансая еркімбек қызы тіркеліп алыңыздар,0.35714285714285715,0.035398230088495575,14
train-00000-of-00048_001314,әлгімен,,1.0,1.0,1
train-00000-of-00048_001315,менде вообще күшті бір ролик алды авторы,دوشبشمور دكادا,1.0,0.975,7
train-00000-of-00048_001316,сөйтіп отырмын,来怎,1.0,1.0,2
train-00000-of-00048_001317,бірақ тыңдай кеттің ғой да мысалы жол жібереді,ر,1.0,1.0,8
train-00000-of-00048_001318,құдай қалай қалай қалай,,1.0,1.0,4
train-00000-of-00048_001319,айтыңыздыңыздыңыздыңыздыңыздыңыздыңыздығы,他给你个能能被哭破无心的一的别有分,1.0,1.0,1
train-00000-of-00048_001320,сөйтіп отырғанымыздың ба,,1.0,1.0,3
train-00000-of-00048_001321,жараса,,1.0,1.0,1
train-00001-of-00048_000000,достар біз үшін магнумға келді енді кешкі серуенімен әке мен мама айнала төртеуіміз магнум аралап жүрміз елмен бірге кәсеңіздер қатты ұстап алыңыздар,достар біз өзжі магнымға келді енді кешкі серуенмен әке мен мама аяла етөпшеміз мазнымаралапжүміз енменбірге кәшеңіздер қат түстабамыз ару,0.6363636363636364,0.2214765100671141,22
train-00001-of-00048_000001,сөйтіп жүрдіңіздердіңіздердіңіздерді,,1.0,1.0,2
train-00001-of-00048_000002,мамаға,妈妈干,1.0,1.0,1
train-00001-of-00048_000003,мама не смело тесно,妈妈你亲天万就,1.0,1.0,4
train-00001-of-00048_000004,не қатар мәселе менде бойыңызшы,nitna matelim nabwensa,1.0,0.9354838709677419,5
train-00001-of-00048_000005,жаңағы жаңағы жаңағы,تا,1.0,1.0,3
train-00001-of-00048_000006,мен ангелеме,بماميلما,1.0,1.0,2
train-00001-of-00048_000007,құдай,,1.0,1.0,1
train-00001-of-00048_000008,тап қараңдар прямаяқта осындай киімдер бар,сап қарандар амнияқта осындай кийімдер бар,0.6666666666666666,0.19047619047619047,6
train-00001-of-00048_000009,но не,那你,1.0,1.0,2
train-00001-of-00048_000010,суфель мен басқұрт сондай халықтың киімдері бар екен ананың киімдері бар екен,स फ र म बर कर च स द ई ख कत क ग ज र ब र क न ए आ म क ग ज र ब र क न,2.5833333333333335,0.8571428571428571,12
train-00001-of-00048_000011,давай осыларды алып ал,wоs dama оsа,1.0,0.8636363636363636,4
train-00001-of-00048_000012,а типа аиф,爸ي,1.0,1.0,3
train-00001-of-00048_000013,иә,,1.0,1.0,1
train-00001-of-00048_000014,ровыт,र वत,2.0,1.0,1
train-00001-of-00048_000015,моман маңғадан,مم نقر,1.0,0.9285714285714286,2
train-00001-of-00048_000016,мен ангельмін,مي انجلمن,1.0,0.9230769230769231,2
train-00001-of-00048_000017,иә иә нәрсеңіздер,no anna elva,1.0,0.9411764705882353,3
train-00001-of-00048_000018,иә,,1.0,1.0,1
train-00001-of-00048_000019,осы да бар,不سب了,1.0,1.0,3
train-00001-of-00048_000020,тө,,1.0,1.0,1
train-00001-of-00048_000021,ал аралап жүрмейді кішкентай болып біледі,ala da la jurmaiss ca tempope,1.0,0.926829268292683,6
train-00001-of-00048_000022,жоқ ескендеймін,先你,1.0,1.0,2
train-00001-of-00048_000023,айыр,阿爷一,1.0,1.0,1
train-00001-of-00048_000024,такима рет остау кәдімгі ата маңызды мягкий шөк,такی باла دوсتа ктiвاт نяхкищ,1.0,0.7446808510638298,8
train-00001-of-00048_000025,ес,,1.0,1.0,1
train-00001-of-00048_000026,құдай отырсыз,لود,1.0,1.0,2
train-00001-of-00048_000027,мә әдеп екен үше үйсіздер шыға ма,ماعزيمكن وش يسلي شرمع,1.0,0.9090909090909091,7
train-00001-of-00048_000028,ал достар міне продукт үйлерді алдық,әдемекеем алдостар міне продукті еді алдық,0.6666666666666666,0.4444444444444444,6
train-00001-of-00048_000029,әл данаға барамыз,әлдіанн аға барамыз,0.6666666666666666,0.23529411764705882,3
train-00001-of-00048_000030,кездері заты ма,فيطرزات ما,1.0,0.9333333333333333,3
train-00001-of-00048_000031,блогым жалғасуда,блогым жалға сұлда,1.0,0.1875,2
train-00001-of-00048_000032,және үйге продуктілерді алып келдік уже кеш болып кеткеннен соң қарбызды жемейміз азамды ішейтін болдық иә,және үйге продукцилері апты келдік жкеш жол теккемнен сон қарбысы жемемі адамды шетін болдақ я,0.8125,0.24528301886792453,16
train-00001-of-00048_000033,қар,好,1.0,1.0,1
train-00001-of-00048_000034,жақсы көп,还你分过你,1.0,1.0,2
train-00001-of-00048_000035,сөйтіп тұр,,1.0,1.0,2
train-00001-of-00048_000036,12636 теңге болды,өн ек мың алтышту отсалык теңгело,2.0,1.7058823529411764,3
train-00001-of-00048_000037,ассалаумағалейкүм қазақстан менің аты жөнім сырым сағат жасым он екіде нұр сұлтан қаласынан келдім,ассалам уағалейкім қазақстан менің аты жөнім сырым сағат жасым мон екіде нұсықтан қаласынан келдім,0.35714285714285715,0.09183673469387756,14
train-00001-of-00048_000038,мен өскенде әнші немесе дәстүрлі әнші боламын домбырада ойнай аламын отыз қырық сондай ән боламын домбырамен дәстүрлі ән өзіме қатты ұнайды,мен өскенде әншек немсе дәстірлән шолам домбырада ойнайялам отыз қырық сонда әнілен домбыраме дәстірлән өзіме қаттан айт,0.7142857142857143,0.2302158273381295,21
train-00001-of-00048_000039,отбасымызда 5 ағайындымыз 2 қарындасым 1 інім 1 ағам бар мен тағы інім болғанын қалаймын,отбасыңызда пес ағайындымыз екі қарындасын бір інім бір аған бар мен тағы інім болғанн қалай,0.6,0.2159090909090909,15
train-00001-of-00048_000040,қарындасым дәстүрлі әнге қарсы аталды аты айым алтыда маған қарап қызықты кейде қарындасымды дайындалдырамын домбыраға,қарындасым дәстірләнге қаза толды ата айым алты да маған қарап қызықты тийде қарындасымды дайындалдырам домбыраға,0.6,0.11864406779661017,15
train-00001-of-00048_000041,мен әннен басқа футболға қызығамын кейде поляға барып достарым ағам мен футбол ән емес егер вокал дәстүрлі ән болмаса сол футболист болғым келеді қазақтың футболын дамытқым келеді,мен әннен басқа футболға қызғам кеде поляға бары достарым ағам мен тболан еміз үгер вакал дәстірлән болмаса сол футболис боғым келет қазақтың футболың дамытқым келет,0.5555555555555556,0.12849162011173185,27
train-00001-of-00048_000042,мені осы ән әлеміне әкелген ол менің анам әкемде көмектескен әкем домбыра тартады кейде ән айтады қазақстан дауысы балалар жобасын жеңіп анам мен әкемнің үміттерін ақтағым келеді жеңілген сезім бар барлығы жеңесің алға деп қолдап отыр үйде,мені осы ән әлеміне әкелген ол менін анам әкемде көмектескен әкем домбара тардат түйде ән айтат қазақстан даусы балалар жобасын шеңіп ана мен әкемнің үміттерін ақтағым келеті чөңемгіден сезін бат бәрліғі жеңесің алға деп құлдап отар иді,0.43243243243243246,0.12133891213389121,37
train-00001-of-00048_000043,бұл менің ең алғашқы үлкен байқауым болғандықтан кішкене қобалжып тұр көрмей таңдау кезеңінен өтетініне сендім мен 2 тәлімдер бұрылады деп ойлаймын дастан оразбек маржан арапбаева ән айту бағыттарымыз ұқсайды сол себептен бұрылады деп ойлаймын,бұл менің ең алғашқы үлкен байқам болғандықтан кішкере қобалышы тұр көрмей таңдауы кезегінен өсетіне сенімдім меңлекітәлімлер бұрлатде олайм дастан оразбек марзан арапаевы ән айту бағыттарымыз құқсай солсе бұрлатте олайм,0.6176470588235294,0.20164609053497942,34
train-00001-of-00048_000044,сырым бұл алғашында дәстүрлі әнмен үйреніп жүр,сырымбұл алғашында дәс түрләнмен үйреніп жүр,0.5714285714285714,0.08695652173913043,7
train-00001-of-00048_000045,ал қазіргі уақытта менімен эстрадалық бағытта халық әндерінен сабақ алып жүр өте дарынды бала міндетті түрде жазылар алқасы бұрылады деп ойлаймын сенемін,ал қазіргі уақытта менмен рестовадұлқбағытта халығәндерінен сабақалып жүр өте дарымды бала міндетті түрде қазалар алқасы бырлат деп ойлаймын сенемін,0.45454545454545453,0.11764705882352941,22
train-00001-of-00048_000046,балама тек қана сәттілік тілеймін,аламатиққана ша тілік кілемін,1.0,0.30303030303030304,5
train-00001-of-00048_000047,жеңіс тілеймін тек қана алға,жеңілтілимін текқан алға,0.8,0.21428571428571427,5
train-00001-of-00048_000048,сізіңе әдемі костюм киіп біздің келесі қатысушыңыз келді сәлем сәлем өзіңнің ішкі сенімің қалай қорықпайсың ба кішкене қабылжу бар өз ойыңды жинақтап ең бастысы өз ойыңды жинақтап сахнаға шығуға ішкі сенімділік болу керек солай ғой иә менде сенің ойыңмен қосыламын сырым сахна сенікі ештеңеден қорықпыла келістік қ,бізіне әдемі кәстиуімің киіп біздің келесі қатысышыңыз келді сәлем сәлем өзіңінің ішкі сенімін қалай қорпқайынба ішкене қабал жулар өз ойымы жинақтап ең басы өз ойымды жинақтап сахнаға шоуға ішкі сенімділік болу керект соғай қойи өнде сенің ойыннен қосылам сұрым сахына сенікі іштеңгеден қорыпар келісқі қой и,0.5957446808510638,0.17197452229299362,47
train-00001-of-00048_000049,сахнаға,سم,1.0,1.0,1
train-00001-of-00048_000050,менің керемет оқырмандарым,менің кереме тохымандарым,0.6666666666666666,0.15384615384615385,3
train-00001-of-00048_000051,я на него,يرك يغو,1.0,0.8888888888888888,3
train-00001-of-00048_000052,бір күн болады бұл жай күн емес ол өте керемет өте өте керемет күн,бір кін бұлақ бұл жәй күн емес өте керемет өте өте керемет күн,0.2857142857142857,0.12121212121212122,14
train-00001-of-00048_000053,мен қазір ғана,من كازلغنا,1.0,0.9285714285714286,3
train-00001-of-00048_000054,апамның не алып келгенін сіздерге көрсететін боламын ал ендеше бастайық осындай бір пакет осындай капиталс келсе қазір енді осының бәрін сіздерге көрсететін боламын және осы пакет мүшінде не бар екенін көрсетейік,апа меня оп келгетнка сдере косететын боламн аише бастан бр пакет осна кацалс келсте хадеренда лосны барн седерге косететын болалос пакет ушни неварекен косетик,0.9354838709677419,0.3915094339622642,31
train-00001-of-00048_000055,бірінші ол бізде осындай мармелад,ta nicol due osne marimelas,1.0,0.9393939393939394,5
train-00001-of-00048_000056,екіншісі осындай әммемдеміз ой осындай тәртіп түседі міне менің інімдегенді сен менімен бірге айт,you can so whatn ty m m dems oy whatn it had sit menyo mening anin dike this ome member guys,1.5,0.9072164948453608,14
train-00001-of-00048_000057,ал біреуін таңдасыз осы маған айтсыз қайсысы не,al bron thang les sosmy hisne,1.0,0.8936170212765957,8
train-00001-of-00048_000058,айналайын,حسناليهمم,1.0,1.0,1
train-00001-of-00048_000059,оны алмаймын,أنا المان,1.0,0.9166666666666666,2
train-00001-of-00048_000060,түсінікті көріп отырмын,نعكلو,1.0,1.0,3
train-00001-of-00048_000061,ондай бір шоколад алсыз бір шоколад,نس بشكات عشبرشكات,1.0,0.9428571428571428,6
train-00001-of-00048_000062,меннан ішінде екеуі ғой,ننشليكب,1.0,1.0,4
train-00001-of-00048_000063,бұрынғы адамдар менің есімімім деді,bransana manmia sengunkata,1.0,0.9714285714285714,5
train-00001-of-00048_000064,қайсы керек саған мынау осындай сынекесі бар қазір қойып қояйық аха жаңағы екеуі бар екен айтпақшыдай мына екі сынекесінің ішіне осындай бөлініп қаламыз,сайсы керек сқаға мнау осында сіникес бар казқор қоыа аһ чынанш еке бар еке айпақслай міна есіникерсін шіне осында ек бөлін тағамс,0.8695652173913043,0.3355263157894737,23
train-00001-of-00048_000065,ішінде екі екіден және осындай альбини,şلiк кdеn رanoزnы علbени,1.0,0.7631578947368421,6
train-00001-of-00048_000066,осындай дебра,osna debra,1.0,0.9230769230769231,2
train-00001-of-00048_000067,жебрадан осындай екеуі,jebradan otli yi kir,1.3333333333333333,0.9090909090909091,3
train-00001-of-00048_000068,таң ба,大的,1.0,1.0,2
train-00001-of-00048_000069,әмәм дәмінген,اممدم,1.0,1.0,2
train-00001-of-00048_000070,туфимар твикк,totmaر tviك,1.0,0.9230769230769231,2
train-00001-of-00048_000071,сосын хақ дейді,都是他回,1.0,1.0,3
train-00001-of-00048_000072,жұмыр бұнынан да атып,umar bunanawata,1.0,0.9523809523809523,4
train-00001-of-00048_000073,той бокс дейді бұны білмеймін не екенін көреміз,дой бокс теді бұны бінемі некені күріміз,0.75,0.2553191489361702,8
train-00001-of-00048_000074,жаңа да осындай неге біраз жұмыс істей қалады,мын сағы дозын дебродинсыколот,1.0,0.7777777777777778,8
train-00001-of-00048_000075,сенеке сен екеуің,nikertenikew,1.0,1.0,3
train-00001-of-00048_000076,сын барын целый айтшы күн өстіп кеткен,سنبر ك صحطكو,1.0,0.9473684210526315,7
train-00001-of-00048_000077,тағы байқатпасыз төрт альбини тағы да,فبشتشتورك البني فغرة,1.0,0.9459459459459459,6
train-00001-of-00048_000078,сосын тоқтаңдар осындай білмеймін не екен тағы да тойбой деген тойбокс деген осындай,соқтандар осындай білем некен тағы да той бой деген той бокс деген осындай,0.6923076923076923,0.17857142857142858,13
train-00001-of-00048_000079,давайте осындай той бокстарды берші маған,دавайц оsne tой bоkstаврešmға,1.0,0.6341463414634146,6
train-00001-of-00048_000080,флэйвов сеннэт,صيبقتن,1.0,1.0,2
train-00001-of-00048_000081,болды осы үш той боксшысын біреуін таңдаймыз қайтын таңдайық осындай бір жасыл екі сары шайтын таңдаймыз жоқ біреуін ақтандай аш біреуін ашып көрейік,zar suratda sun boldi o si isht ko y boisin biriuni tangnaymiz paytni tanglayim o sina bir rasil yeki sari paytnanaymiz unjoq birivini ahtanda ash biriuni ashib ko ri,1.2608695652173914,1.0201342281879195,23
train-00001-of-00048_000082,неймәні,恋人了,1.0,1.0,1
train-00001-of-00048_000083,давай осыны ашып көреміз қазір ашып көреміз мына екеуін сосын көреміз,дабай осын ашып көреміз жасылын казір ашып көреміз на екеенонкөремз,0.7272727272727273,0.30434782608695654,11
train-00001-of-00048_000084,хат жақсы көреді,حرفصل,1.0,1.0,3
train-00001-of-00048_000085,иә менің сенім қатты жақсы көреді сол үшін де ашып көремін,я менің сыңнім қатырығы көрет сол үшінде ашып көрет,0.7272727272727273,0.27586206896551724,11
train-00001-of-00048_000086,иә енді бұл не екенін көрейік бірінші,ә енді бұл не кен корик бөріші нңз,0.7142857142857143,0.3783783783783784,7
train-00001-of-00048_000087,ауын сосын,أونسس,1.0,1.0,2
train-00001-of-00048_000088,өйткені мұнда біз енді бір дәмін тату керекпіз ғой,өйткені мұнда біз ене бір дәмі татуы берептіз қой,0.5555555555555556,0.16,9
train-00001-of-00048_000089,ооо мынау қараңыздар достар мынандай бірдеңе сосын тоқтар рахан мынау қараңыздар мына ішінде бірдеңе бар,о мнаң ғараңса тостар нандай бірдеңе сосынтұқтар яхам тұқтааңғараңса нан үшінде бірдеңе бар,0.8,0.3076923076923077,15
train-00001-of-00048_000090,давайте мына мынаны көрейік бірінші,لوت نعكوري كبر شاء,1.0,0.9142857142857143,5
train-00001-of-00048_000091,мынау какой то бір не мына сағыз осындай бір сағыз и какой то осындай,мына какойто бир не мна сағыз осындай бир сағыз и какойта осындай сумалики,0.6428571428571429,0.2318840579710145,14
train-00001-of-00048_000092,ал мынада бұны тоқтап бұны былай ашатынмын осындай да осы,ал мына да бұн тоқта бұн блашевмын осындайда осай,0.9,0.2631578947368421,10
train-00001-of-00048_000093,ашасын иті,阿啥斯一一者,1.0,1.0,2
train-00001-of-00048_000094,бір сыйлық бар достар мына мына жерде міне дым салынып тұрған жоқ иә достар қараңыз көрейік те енді келесіз де сонда осындай саласың түсіне аласың деп,бір сөйлі қпар достар мынәште міні дым саным тұрған жоқ иядастар қарең әлдекенез көректі енді келіізұсында осында саласын ыналасынкен,0.7692307692307693,0.37333333333333335,26
train-00001-of-00048_000095,бұл енді тұра тұрсын ал енді келесі бізде альбини альбиниді почувстветтердің де дәмін білетін шығарсыздар көрген шығарсыздар,бұл энтраторсін ал енді келесі бізде әлбене әлбенеді потукістердетәм білет шығарстарып көрген шығарштары,0.6470588235294118,0.3467741935483871,17
train-00001-of-00048_000096,игорь мынау твитс бұны да бүкілі біледі деп ойлаймын мен де білемін мысалы біз жегенбіз сондай иә мына зевра деген типі фильмдегенмін,үйгір мынал квитс бұны да бүкіліп әйтте ойлаймін мен де біләмін мсалы біз дегемі соңдайе мін зебіра дегенте бфірлібеген,0.7727272727272727,0.3308270676691729,22
train-00001-of-00048_000097,імілдеміз сникерсті енді жемеген адам жоқ шығар өйткені сникерс амиладский ортоманиладский дәл біз жек көргенбіз,іміндаміз сүне керсдейен жемеген әдам жоқшығат өтен сінекес анилатки отмалат кидада біз деп көргеміз,0.8666666666666667,0.33035714285714285,15
train-00001-of-00048_000098,біз бүкілдедік мынау бірақ той бокс деген деп көрмегенбіз сол той боксты көрдік біз енді не екенін той бокс деген ойыншық қорап деген сөз негізінен аударғанда,біз бүкіндедік нобырақ той бокс деген жеп көрмеген сол той бокстік төрдек түзенді не екенін той боксген ойыншық қорап деген күз негізінен аударғанда,0.46153846153846156,0.14556962025316456,26
train-00001-of-00048_000099,сондықтан да мен оны басқа нәрсе шығар деп ойлап қалдым,сондықтан да мен оны басқана шағаржа бойлап қалдымз,0.6,0.21818181818181817,10
train-00001-of-00048_000100,ұлыстар,dostar,1.0,1.0,1
train-00001-of-00048_000101,ол өтіп болды,ol un pol,1.0,0.8461538461538461,3
train-00001-of-00048_000102,өмін ауызында сағыртылды,ومن عوزم ساخدل,1.0,0.9166666666666666,3
train-00001-of-00048_000103,біздіңіздіңіздіңіздіңіздіңіздіңізді,,1.0,1.0,1
train-00001-of-00048_000104,той бокс деген сағыстырып,той бокс деген сағысберіп,0.25,0.12,4
train-00001-of-00048_000105,мен оны ашқанымды,ونا عشقا نمداب,1.0,0.9411764705882353,3
train-00001-of-00048_000106,өзімдікін ашқанымды қандай оң жақта түскенін мен,өзімдікін ашқанымды қандай оншық түзгенін мен,0.42857142857142855,0.16666666666666666,7
train-00001-of-00048_000107,тик ток қана тик токқа түскен тик токқа түсірген болатынмын,түктоқ әна тіктоқ қатіскен тіктоқ қатыстірген болаты мын,1.0,0.3220338983050847,10
train-00001-of-00048_000108,сол ссылка описанияда тұрады соған кіріп кетіңіздер каналыма,сол сылка описонента тұрады солан кірпкетіңіз детік тұрқаналма,0.75,0.2833333333333333,8
train-00001-of-00048_000109,қазір мұнда менде,қаҙыр мында менcе,1.0,0.23529411764705882,3
train-00001-of-00048_000110,көп тәттілер шәй бүкіл ішіп жатырмыз анда,көп тәтілер шәй бүкіл ішіп жатырмыз ғанда,0.2857142857142857,0.04878048780487805,7
train-00001-of-00048_000111,апам ішіп жатыр,منش مش عدرم,1.0,0.8666666666666667,3
train-00001-of-00048_000112,менің нелерім сендерің,менлерім сіндерім,1.0,0.3181818181818182,3
train-00001-of-00048_000113,қазір енді мен сіздерге қазір көрсететін болам,қазір енімесізерге қазір көрсе жетін бола,0.8571428571428571,0.17391304347826086,7
train-00001-of-00048_000114,кандай тұр,간달 도어,1.0,0.9,2
train-00001-of-00048_000115,қандай шоколадтар бірақ мен шоколадтардың кішкенесін жеп қойдым сол үшін де,қандай шыкалаттар бірақмен шыкалаттардың кішкенесінде қойдымсы үшінде,0.9090909090909091,0.18666666666666668,11
train-00001-of-00048_000116,құдай қалай қалай,,1.0,1.0,3
train-00001-of-00048_000117,кіреміз мұнда су ішу болып тұр себебі,кремі мында сусы болпқы себебі қазарынқ,1.0,0.5675675675675675,7
train-00001-of-00048_000118,өзінің кәдігі көшіп тұрдан соңынан кейін өзіңе келіп жатыр кәдіңіздер шыққан,сосын казір күн шұқтірда сонакеші ақасегері жатыр кадір сідер ұққан,1.0,0.5131578947368421,11
train-00001-of-00048_000119,енді,ي,1.0,1.0,1
train-00001-of-00048_000120,көңіл тұрған жоқ мен өзімнің ініммен және өзімнің айтсам болғандық тәсіліммен,comtranjox mn min danifas bon asamnaf,1.0,0.935064935064935,11
train-00001-of-00048_000121,сөйтіп жүрдіңіздерді,,1.0,1.0,2
train-00001-of-00048_000122,кетеді,接的,1.0,1.0,1
train-00001-of-00048_000123,сізде шыңқа судың жақындай мынау суға жақындағанда аяқтар,есідер шынқа сурын жақында налысуға жақыннағанда аяқнарікі,1.0,0.2807017543859649,8
train-00001-of-00048_000124,заждетінгі всем,在是怎ن个س,1.0,1.0,2
train-00001-of-00048_000125,өсіпті,سبدي,1.0,1.0,1
train-00001-of-00048_000126,сөйтіп отырсаңыздар,جس你س,1.0,1.0,2
train-00001-of-00048_000127,түсінікті,祖苏年呀,1.0,1.0,1
train-00001-of-00048_000128,шалп шалп етеді дауыстары,श प श प च परवस तर ह,2.0,0.88,4
train-00001-of-00048_000129,сөйтіп жүрген жүрген,,1.0,1.0,3
train-00001-of-00048_000130,күн,كني,1.0,1.0,1
train-00001-of-00048_000131,түсіре алмаймын өзім кімді,sl们怎cd,1.0,1.0,4
train-00001-of-00048_000132,нағыздың өзінің өзіңіздің өзіңіз,nei je nupt mer daks,1.25,0.90625,4
train-00001-of-00048_000133,қараңыздаршы ғана келіп еді,дқараңыздаршы әні керементе,1.0,0.4074074074074074,4
train-00001-of-00048_000134,а вот это кісі,ون,1.0,1.0,4
train-00001-of-00048_000135,сөйтіп жүрген жүрген,,1.0,1.0,3
train-00001-of-00048_000136,айта алмайыңыздар дейді вообще,этолмалсер тововще,1.0,0.6666666666666666,4
train-00001-of-00048_000137,сөйтіп жүрдіңіздер,,1.0,1.0,2
train-00001-of-00048_000138,біздің өздеріңіздер,,1.0,1.0,2
train-00001-of-00048_000139,мына жердегі қызықсыз,ناجللذف,1.0,1.0,3
train-00001-of-00048_000140,жақсы,س,1.0,1.0,1
train-00001-of-00048_000141,сөйтіп жүрген,,1.0,1.0,2
train-00001-of-00048_000142,қазір елдің түсінікті қалай ойнағанын тексертетін болады,қәті ренін сошырчық қала ойне қалны ктерса тіқтін бола,1.2857142857142858,0.5357142857142857,7
train-00001-of-00048_000143,но ондай лоткалар жараман лоткалар,nوda لو ورجرa مan دiو,1.0,0.9117647058823529,5
train-00001-of-00048_000144,қалайсыз,,1.0,1.0,1
train-00001-of-00048_000145,сөйтіп жүрген жүрген,,1.0,1.0,3
train-00001-of-00048_000146,салмай жатып біз ойнап алған болатынбыз ойнағанымызда далаға бір екі сағаттай болды біз негізі бұның алдында көп ойнадық осы видеоның орталарында да көп ойнадық бірақ біз оның бәрін сізге қалай түсіп тұратын оператор да жоқ дедік те сосын көрсете алмайдық сіздерге сондықтан да мен сіздермен қоштасау болыңыздар деймін себебі біздің видеомыз аяқталды және де мен үйге,алажт бі онабаға боладымызойнағанымыздадалаға бірек сағатта болды біз мнегізібының алдында көп ойнадық осы визоның орталарында да көп ойнадық бірақ ізоның бәрісілеге қала теріміз сірп тұратын операторда жоқдедікті сосын кошетармадық здере сон ұсада мен здқшсау болымыздадемін себебі бізің ақталды жәнедемен е келдім е вена лао ікнаматкеаыдсаолыз,0.75,0.33242506811989103,56
train-00001-of-00048_000147,сөйтіп отыр,,1.0,1.0,2
train-00001-of-00048_000148,бұйырлық,,1.0,1.0,1
train-00001-of-00048_000149,нәп,ن,1.0,1.0,1
train-00001-of-00048_000150,той бокс кит,توب,1.0,1.0,3
train-00001-of-00048_000151,самер,مر,1.0,1.0,1
train-00001-of-00048_000152,кәсіпкеніміз,,1.0,1.0,1
train-00001-of-00048_000153,тағы тағы да,看个的,1.0,1.0,3
train-00001-of-00048_000154,неймәлім,فينل,1.0,1.0,1
train-00001-of-00048_000155,давай вот на,来有个饭,1.0,1.0,3
train-00001-of-00048_000156,жақсы бұрын,طرا,1.0,1.0,2
train-00001-of-00048_000157,іл,,1.0,1.0,1
train-00001-of-00048_000158,менің қазір ашу көрейік жүр,sa ask rij,1.0,0.9259259259259259,5
train-00001-of-00048_000159,міне бір дыққа,مرطق,1.0,1.0,3
train-00001-of-00048_000160,көйтіп бір рәсім,هكويت بر,1.0,0.9375,3
train-00001-of-00048_000161,не,你,1.0,1.0,1
train-00001-of-00048_000162,сонда осындай саласың сосын алатын болса,س,1.0,1.0,6
train-00001-of-00048_000163,альбене,ألبn,1.0,1.0,1
train-00001-of-00048_000164,көрген шығарсыздар,كل بين شغال ستر,2.0,0.9444444444444444,2
train-00001-of-00048_000165,иглем,دهم,1.0,1.0,1
train-00001-of-00048_000166,сүт,,1.0,1.0,1
train-00001-of-00048_000167,ойнағанымызда да,ونغن ضد,1.0,0.9375,2
train-00001-of-00048_000168,әуелгіңізбен тұрақты,好我子,1.0,1.0,2
train-00001-of-00048_000169,жұқау сәтті дамын жағып отыр,木靠塞的当上了过,1.0,1.0,5
train-00001-of-00048_000170,құдай өлше бермей целый қалжыға,ناشزن цل قاسكر,1.0,0.9032258064516129,5
train-00001-of-00048_000171,айтып кетті айтып,سط,1.0,1.0,3
train-00001-of-00048_000172,қызымыз сәл ұялшақтау,قزم سل يالشخد,1.0,0.9047619047619048,3
train-00001-of-00048_000173,әйтпесе өте өнерлі,عبسيوتيونيرلا,1.0,1.0,3
train-00001-of-00048_000174,талантты жан жақты,талантты жан жахты,0.3333333333333333,0.05555555555555555,3
train-00001-of-00048_000175,көркемөнер мектебіне де барды,көркем өнер мектепне де барды,0.75,0.10344827586206896,4
train-00001-of-00048_000176,тіпті неше түрлі желделері де бар,тіпті неше түрлі жілделері де бар,0.16666666666666666,0.030303030303030304,6
train-00001-of-00048_000177,қайыржан кішкене сабыр еді,还始是菜不你这,1.0,1.0,4
train-00001-of-00048_000178,мен онымен бірдеңе болып жүргенін байқадым бірақ,ені мен бірдене бұл жүрген байқадым бірақ,0.7142857142857143,0.22916666666666666,7
train-00001-of-00048_000179,иә,你后,1.0,1.0,1
train-00001-of-00048_000180,нені айтып тұрсың,не найтып тұрсу,1.0,0.29411764705882354,3
train-00001-of-00048_000181,байқамадыңдар ма,قماتما,1.0,1.0,2
train-00001-of-00048_000182,күнде біртүрлі болып жүрді ғой,күнде біртірліво жүрдғу,0.8,0.3333333333333333,5
train-00001-of-00048_000183,апай мен шығара алмаймын,بمشخرم,1.0,1.0,4
train-00001-of-00048_000184,қалай шығаратынын білмеймін,قلش غرت بلمي,1.0,0.9259259259259259,3
train-00001-of-00048_000185,сәлем папа,فلم بر,1.0,0.9,2
train-00001-of-00048_000186,паплин бәрін түзең,فاب من برنسي,1.0,0.8888888888888888,3
train-00001-of-00048_000187,оның уақыты сексен бір,ونوكسبر,1.0,1.0,4
train-00001-of-00048_000188,менің,妹,1.0,1.0,1
train-00001-of-00048_000189,тұра берейін сен қайда қызым,traberi semada osm,1.0,0.9285714285714286,5
train-00001-of-00048_000190,сабақ оқу керек,саба око керек,0.6666666666666666,0.2,3
